Timestamp,"Studi ini memiliki judul Online Disinhibition sebagai mediator pada Pengaruh Uses & Gratifications terhadap SNS Addiction pada pengguna second account Twitter.
Studi ini diselenggarakan oleh saya Muhammad Dzaki Dwitama, Mahasiswa Psikologi Universitas Islam Bandung. Dalam rangka memenuhi Tugas Akhir.
Studi ini bertujuan untuk meneliti hubungan antara Online Disinhibition, Uses & Gratifications, dan SNS Addiction. Hasil dari studi ini berharap dapat membuat kita lebih memahami bagaimana individu berperilaku online dan bagaimana perilaku tersebut terkait dengan SNS Addiction.
Jika Anda setuju untuk berpartisipasi dalam studi ini, Anda akan diminta untuk menyelesaikan serangkaian survei dan kuesioner. Survei akan menanyakan tentang perilaku online Anda, penggunaan Sosial Media Anda, dan Motif Anda dalam menggunakan Sosial Media. Survei akan memakan waktu sekitar 7-10 menit untuk diselesaikan.
Survei ini mungkin akan menanyakan pertanyaan pribadi, tetapi jawaban Anda akan DIJAGA KERAHASIANNYA. Manfaat dari berpartisipasi dalam studi ini termasuk memberikan kontribusi pada pemahaman perilaku online dan Adiksi SNS yang mungkin akan membantu partisipan memahami perilaku online dalam menggunakan Sosial Media.
Partisipasi Anda dalam studi ini adalah RAHASIA. Data survei akan dijaga kerahasiaannya dan akan diperlakukan sebagaimana mestinya. Data akan digunakan hanya untuk tujuan penelitian.
Partisipasi Anda dalam studi ini adalah sukarela. Anda dapat memilih untuk tidak berpartisipasi atau berhenti berpartisipasi kapan saja tanpa ada konsekuensi negatif.

Terdapat Kompensasi dengan total sebesar 500.000 Rupiah. Data Anda akan diminta diakhir survey untuk mendapatkan kesempatan memenangkan bagian dari kompensasi ini.
Jika Anda memiliki pertanyaan tentang studi ini, silakan hubungi peneliti melalui email [dzakidwitama@gmail.com] atau melalui twitter @jekisthename.
Dengan menyetuji di bawah ini, saya mengakui bahwa saya telah membaca dan memahami informasi yang disediakan dalam form persetujuan informasi ini. Saya dengan sukarela setuju untuk berpartisipasi dalam studi dan mengerti bahwa saya dapat menghentikan partisipasi saya kapan saja tanpa dikenakan sanksi.
Hormat saya,
Muhammad Dzaki Dwitama (Peneliti)
10050017043
Fanni Putri Diantina (Pembimbing)
Universitas Islam Bandung
Fakultas Psikologi",Respondend Number,Domisili (Kota),Umur,Menggunakan lebih dari 1 Akun Twitter,Jenis Account Twitter yang anda miliki,Jenis Kelamin,Seberapa puas anda dengan penampilan tubuh anda,Apakah anda merasa dekat dengan keluarga,Apakah kedua orang tua masih bersama? (Masih dalam hubungan pernikahan),Apakah anda tinggal terpisah dengan orang tua (Rantau/Kos),Apakah anda merasa sendiri dan kesepian dalam menjalani hari-hari,Untuk mendokumentasikan kehidupan saya,Untuk memberi kabar kepada teman-teman saya,Untuk mencatat apa saja yang sedang/sudah saya lakukan,Untuk mengekspresikan perasaan dan pikiran saya,Untuk memberikan informasi tentang topik yang saya minati,Untuk tetap terhubung dengan teman dan keluarga,Untuk memahami kejadian penting saat ini,Untuk melihat berbagai sudut pandang tentang isu-isu sosial,Untuk mendapatkan informasi dan pengetahuan profesional,Untuk dapat mengenali orang-orang yang berpengaruh,Untuk bersenang-senang,Untuk berkomunikasi dengan orang-orang yang berprinsip sama dengan saya,Untuk bertemu orang baru,Untuk berteman dengan orang-orang yang sulit ditemukan di tempat lain,Untuk mengisi waktu luang,Untuk melupakan permasalahan hidup,Saya merasa saya anonim (tak teridentifikasi) saat berada di dunia maya,Saya yakin bahwa identitas diri saya tidak diketahui oleh orang lain di dunia maya,Saya merasa dapat menyembunyikan identitas saya di dunia maya,Hal-hal yang saya lakukan di dunia maya tidak dapat diidentifikasi pada saya,Saya merasa seperti tidak terlihat di dunia maya,Saya merasa dunia maya mencegah orang lain untuk melihat saya,Saya tidak terlihat saat di dunia maya,Orang lain tidak dapat melihat saya di dunia maya,Hal-hal yang saya lakukan tidak bisa terlihat di dunia maya,"Di dunia maya, saya tidak perlu segera membalas orang lain","Di dunia maya, saya bisa menunda respon/masukan saya kepada orang lain","Di dunia maya, saya bisa menunda untuk membalas orang lain",Silahkan pilih angka 3 jika anda membaca pernyataan ini,Saya menentukan sebuah karakter untuk orang yang sedang berkomunikasi secara online dengan saya,Saya menginterpretasikan pesan orang lain sesuai ekspektasi saya dalam komunikasi online,Saya memahami maksud seseorang dalam pesan yang dikirimkannya dalam dunia maya,Saya merasa sepertinya orang-orang di dunia maya hanya khayalan yang tidak ada kaitannya dengan realitas,Dunia maya adalah sebuah dunia khayalan,Dunia maya tidak memiliki kaitan dengan realita,Dunia maya itu terpisah dengan dunia nyata,Saya jauh dari otoritas dunia nyata ketika saya berada di dunia maya,Saya tidak begitu takut pada otoritas dunia nyata ketika saya berada di dunia maya,Saya merasa bebas dari otoritas dunia nyata ketika berada di dunia maya,Saya merasa otoritas dunia nyata tidak hadir di dunia maya,menghabiskan banyak waktu untuk memikirkan media sosial atau berencana menggunakan media sosial?,merasakan desakan untuk semakin sering menggunakan media sosial?,menggunakan media sosial untuk melupakan masalah-masalah pribadi,"mencoba mengurangi penggunaan media sosial, tetapi tidak berhasil",menjadi gelisah atau bermasalah jika kamu dilarang/dibatasi menggunakan media sosial?,terlalu banyak menggunakan media sosial sehingga berdampak negatif pada pekerjaan/studi kamu?
3/23/2023 4:41:00,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,May,Kuningan,25-39,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,3,Tidak,Ya,3,3,2,3,7,3,1,5,5,5,5,4,6,7,6,7,7,7,7,7,7,6,7,7,6,6,7,7,7,3,5,6,5,5,5,2,2,6,4,4,5,2,1,5,1,1,2
3/23/2023 4:41:03,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,S,Malang,18-24,Ya,"Private Second Account, Role Play Account, Alter Account, Fake/Spam/Fan Account",Perempuan,3,4,Ya,Ya,2,4,2,4,4,5,3,7,6,6,5,7,7,6,5,7,6,6,6,5,5,5,5,5,5,3,6,6,6,3,4,5,4,5,4,3,1,3,2,3,1,5,3,5,1,2,2
3/23/2023 4:41:10,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,P,DKI Jakarta,18-24,Ya,Private Second Account,Perempuan,3,3,Ya,Ya,1,5,6,6,7,7,5,7,7,6,6,7,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,7,7,3,6,6,6,2,2,2,4,5,5,5,5,2,3,4,3,3,3
3/23/2023 4:41:51,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,R,M,18-24,Ya,"Private Second Account, Role Play Account, Fake/Spam/Fan Account, Cyber acc, personal acc",Perempuan,1,3,Ya,Ya,4,7,7,6,7,7,4,7,7,3,1,7,3,7,7,7,7,3,1,2,1,4,4,7,7,1,7,7,7,3,6,3,5,2,1,1,1,5,5,5,5,5,3,5,5,4,5
3/23/2023 4:42:28,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Z,Semarang ,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,2,4,Ya,Tidak,1,6,6,5,7,5,5,7,4,7,2,7,3,7,3,4,4,3,1,4,4,3,3,3,3,1,7,6,7,3,5,4,6,3,4,3,3,4,5,5,1,5,2,5,5,4,3
3/23/2023 4:43:54,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Amara,Jakarta ,18-24,Ya,"Private Second Account, Alter Account",Perempuan,3,3,Ya,Tidak,3,4,5,5,4,4,5,4,5,5,5,6,6,6,6,6,6,5,4,4,5,5,4,6,5,6,5,6,5,4,4,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3
3/23/2023 4:44:01,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Az,Jakarta,18-24,Ya,Fake/Spam/Fan Account,Perempuan,4,4,Ya,Ya,3,7,1,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,3,6,7,7,1,1,1,7,7,7,7,7,5,5,5,5,5,4
3/23/2023 4:44:06,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Sheila,Jakarta,18-24,Ya,"Sell, buy, and trade account",Perempuan,3,3,Ya,Tidak,2,2,2,2,6,6,2,6,6,6,6,6,3,6,3,2,5,5,6,6,2,6,6,2,6,4,6,6,6,3,6,4,5,3,2,1,1,1,5,5,2,2,2,3,4,2,3
3/23/2023 4:48:24,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,m,bandung,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account, cyber account",Perempuan,4,2,Tidak,Ya,2,1,1,7,4,7,4,7,7,7,7,7,7,7,7,7,4,6,5,6,3,5,1,5,5,5,7,5,5,3,5,6,6,1,1,3,6,1,5,6,2,1,2,3,2,1,2
3/23/2023 4:49:51,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,A R,Sidoarjo ,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,4,Ya,Tidak,2,3,3,2,2,6,1,4,5,5,3,7,4,1,5,6,4,6,5,6,6,6,6,7,6,6,6,6,6,3,2,5,6,7,6,7,6,5,2,3,2,3,2,2,2,2,1
3/23/2023 4:51:18,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Nd,Bandung,18-24,Ya,"Private Second Account, Alter Account",Perempuan,3,4,Ya,Tidak,3,5,1,5,6,4,1,7,7,6,4,6,6,4,3,6,4,5,5,7,4,5,2,2,3,4,2,2,2,3,3,5,6,1,2,1,2,2,5,3,1,4,2,4,2,2,1
3/23/2023 4:51:23,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,S,Batam,Dibawah 18,Ya,"Private Second Account, Alter Account",Perempuan,2,3,Ya,Tidak,1,4,2,6,7,5,2,7,7,7,7,6,3,4,4,5,6,3,4,4,2,4,5,4,5,3,3,6,6,3,5,4,6,3,3,2,5,2,2,3,2,1,3,4,3,2,2
3/23/2023 4:54:30,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Ica,Magelang,18-24,Tidak,Private Second Account,Perempuan,4,1,Tidak,Ya,3,4,1,5,7,7,1,7,7,7,2,7,3,3,3,5,7,4,4,4,4,4,4,4,4,4,2,2,2,3,7,3,7,2,2,1,1,1,1,1,1,3,4,4,5,4,2
3/23/2023 4:56:05,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,DK,Frankfurt,25-39,Ya,Private Second Account,Perempuan,4,4,Ya,Ya,3,4,1,1,7,1,4,5,6,5,1,7,1,1,1,7,7,4,3,2,3,2,2,2,1,1,7,7,7,3,1,4,4,3,5,5,4,2,2,1,1,5,2,5,2,1,2
3/23/2023 4:56:12,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,n,bandung,18-24,Ya,Fake/Spam/Fan Account,Perempuan,3,1,Ya,Ya,4,4,5,7,7,6,2,7,7,7,7,7,4,7,7,7,7,3,3,3,4,3,5,4,5,6,7,7,7,6,6,6,7,2,5,5,2,2,4,4,3,5,2,5,5,2,2
3/23/2023 4:56:51,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,RA,Cirebon,Dibawah 18,Ya,"Role Play Account, Fake/Spam/Fan Account",Perempuan,3,3,Ya,Tidak,1,4,3,4,7,6,2,7,7,6,5,7,4,4,6,7,3,5,4,4,5,6,5,5,5,5,6,6,6,3,6,6,6,6,4,2,3,3,2,2,2,5,3,3,4,4,3
3/23/2023 4:57:20,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Nailur ,Kudus ,Dibawah 18,Ya,Private Second Account,Perempuan,2,3,Ya,Tidak,3,4,1,7,7,7,1,4,7,7,7,7,5,5,5,7,4,7,7,7,4,7,3,4,7,7,4,7,7,3,1,4,3,1,7,4,7,3,1,7,1,5,5,5,5,1,5
3/23/2023 5:00:31,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,P,Bandung,25-39,Tidak,Private Second Account,Perempuan,3,3,Ya,Ya,2,1,1,6,7,2,1,7,7,6,6,7,2,1,1,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,3,4,3,3,4,4,6,4,4,3,5,3,3,2
3/23/2023 5:02:05,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,sya,DKI Jakarta,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,3,Ya,Tidak,4,1,1,3,5,5,1,7,7,5,5,7,2,2,2,5,4,6,5,5,7,7,4,5,2,5,7,7,7,3,1,2,5,3,4,4,4,4,5,6,5,2,2,4,1,1,3
3/23/2023 5:03:27,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Piy,DKI Jakarta,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account, Cyber account",Perempuan,3,4,Ya,Ya,2,5,5,7,7,5,3,5,7,6,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,3,7,7,7,7,7,7,7,7,4,4,4,5,5,5,3,1,5
3/23/2023 5:04:15,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,RF,Malang,18-24,Tidak,Private Second Account,Perempuan,4,3,Ya,Tidak,1,1,1,1,1,1,1,7,7,7,4,7,1,1,1,7,4,7,6,6,4,3,3,3,7,7,7,7,7,6,1,1,1,7,6,4,7,1,1,1,4,2,2,3,1,2,2
3/23/2023 5:06:22,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,M,DKI Jakarta,Dibawah 18,Ya,"Private Second Account, Alter Account, Fake/Spam/Fan Account, Cyber Account",Perempuan,3,2,Tidak,Tidak,3,6,4,7,7,3,1,3,4,1,1,7,5,1,3,5,7,7,3,2,2,7,1,1,2,1,7,7,7,3,7,6,7,3,4,2,1,3,1,7,7,5,1,5,1,1,4
3/23/2023 5:06:32,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,BMG,Jakarta ,18-24,Ya,Fake/Spam/Fan Account,Perempuan,3,3,Tidak,Tidak,1,7,7,3,7,5,6,6,6,6,6,7,4,5,3,7,4,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,5,6,6,7,7,7,6,3,2,2,2,2,3
3/23/2023 5:07:20,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,mputt,jakarta ,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,4,Ya,Tidak,4,2,1,3,5,7,1,7,6,6,5,7,4,6,7,7,5,7,7,7,6,6,7,7,7,6,7,7,7,3,7,7,7,6,7,6,7,7,5,7,6,4,3,5,3,3,3
3/23/2023 5:08:51,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,KA,Bandung,18-24,Tidak,Role Play Account,Laki-Laki,3,3,Ya,Tidak,1,3,5,2,2,5,3,7,7,7,3,7,3,2,2,6,1,6,5,5,5,4,3,5,5,7,6,5,7,3,4,4,6,5,5,6,7,3,3,2,3,3,2,1,4,1,2
3/23/2023 5:09:30,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Jea,Purwokerto,Dibawah 18,Ya,Fake/Spam/Fan Account,Perempuan,3,3,Ya,Tidak,4,4,4,7,6,6,3,7,7,7,6,7,6,5,6,7,7,5,4,5,4,4,5,4,4,4,4,5,5,3,6,6,6,4,5,5,5,5,6,6,5,4,4,3,5,5,3
3/23/2023 5:09:58,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,S,Kediri ,18-24,Ya,"Fake/Spam/Fan Account, study account ",Perempuan,2,1,Tidak,Ya,4,4,1,7,7,7,3,7,7,7,7,4,7,7,7,7,7,7,7,7,4,1,7,1,3,4,1,4,4,3,5,7,7,5,4,4,6,7,7,7,5,3,5,5,3,4,3
3/23/2023 5:11:19,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Juma,DKI Jakarta,18-24,Ya,"Role Play Account, Fake/Spam/Fan Account",Perempuan,2,3,Ya,Tidak,3,4,1,6,6,6,2,4,5,4,4,7,6,6,6,6,5,7,6,6,5,4,5,4,4,4,4,6,5,3,5,3,5,2,1,1,4,3,4,5,4,4,3,4,3,2,1
3/23/2023 5:13:13,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,a,palembang,Dibawah 18,Ya,Fake/Spam/Fan Account,Perempuan,2,2,Tidak,Tidak,2,2,2,6,6,7,3,6,6,5,5,7,7,6,6,7,6,6,6,7,6,6,5,6,4,4,6,6,6,5,6,6,6,6,6,5,4,5,5,5,5,5,4,4,3,3,4
3/23/2023 5:14:36,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Naken,DKI Jakarta,18-24,Ya,Private Second Account,Perempuan,3,4,Ya,Ya,3,4,1,4,7,2,1,2,1,6,2,6,1,1,1,5,5,7,6,6,6,6,6,6,6,6,6,6,6,3,6,6,5,6,6,5,5,5,2,2,2,1,1,2,1,1,1
3/23/2023 5:16:34,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Cip,DKI Jakarta,18-24,Ya,Private Second Account,Perempuan,3,2,Ya,Tidak,4,7,1,7,7,2,1,7,7,6,4,7,5,4,7,7,7,5,6,6,4,6,1,2,2,1,5,5,5,3,5,5,5,1,3,2,2,5,2,4,2,3,1,5,4,3,4
3/23/2023 5:16:55,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,R,cimahi,25-39,Tidak,Private main acc,Perempuan,3,3,Ya,Tidak,3,4,3,5,7,6,6,7,7,6,2,7,4,1,5,7,7,3,3,5,4,7,3,6,4,5,6,6,6,3,5,4,5,2,2,3,2,2,3,7,3,5,4,5,1,4,1
3/23/2023 5:17:11,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Ak,Medan,25-39,Ya,Private Second Account,Perempuan,2,3,Ya,Ya,2,5,4,5,6,7,5,7,7,6,5,6,6,6,6,5,5,5,6,6,4,6,6,6,5,5,7,7,7,3,3,3,5,3,1,1,2,1,1,2,2,2,2,3,3,2,3
3/23/2023 5:19:04,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Dstira,Yogyakarta ,18-24,Tidak,Fake/Spam/Fan Account,Perempuan,3,3,Ya,Ya,2,3,2,5,6,6,1,7,7,7,3,7,5,5,5,6,5,6,5,5,6,5,5,5,5,5,6,6,6,3,4,4,5,6,6,6,5,6,5,5,5,3,5,4,4,5,3
3/23/2023 5:19:59,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,W,Sidoarjo ,18-24,Tidak,Alter Account,Perempuan,3,2,Ya,Tidak,1,5,1,1,1,1,4,5,5,5,2,7,6,1,5,7,6,7,7,6,6,7,7,7,7,7,7,7,7,3,6,6,6,6,7,5,6,7,7,4,5,3,3,3,3,3,4
3/23/2023 5:20:02,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,D,Cimahi,18-24,Tidak,Private Second Account,Perempuan,2,3,Ya,Tidak,4,4,3,1,6,4,6,7,5,4,4,7,3,2,2,7,7,4,3,3,3,3,3,5,3,6,3,6,6,3,5,4,4,1,3,2,2,3,3,3,3,3,3,5,4,2,2
3/23/2023 5:24:14,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Afi,Pontianak,18-24,Ya,Private Second Account,Perempuan,3,4,Ya,Tidak,1,5,5,4,7,5,4,4,5,6,4,7,5,3,3,6,6,6,6,6,4,5,3,3,5,5,5,3,2,3,5,4,4,4,4,6,5,5,4,5,4,3,3,4,2,2,4
3/23/2023 5:24:56,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,NK,Bandung ,25-39,Ya,"Private Second Account, Main account ",Perempuan,3,2,Ya,Tidak,3,5,3,4,6,5,3,7,7,6,6,6,6,4,4,6,6,5,4,4,2,3,2,5,5,4,6,5,6,3,4,5,5,3,4,2,4,4,3,3,4,3,3,5,5,4,5
3/23/2023 5:25:12,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,R,Kebumen,18-24,Ya,"Private Second Account, Role Play Account, Alter Account, Fake/Spam/Fan Account",Laki-Laki,3,2,Tidak,Tidak,3,3,1,1,5,7,1,7,7,6,3,6,6,7,7,7,7,7,6,6,6,5,5,5,4,5,6,6,6,3,6,6,6,4,4,2,4,4,4,6,2,5,4,4,5,4,3
3/23/2023 5:25:25,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,el,bandar lampung,18-24,Ya,Fake/Spam/Fan Account,Laki-Laki,3,3,Ya,Tidak,2,5,5,4,5,4,5,6,5,5,5,6,5,4,4,6,6,4,4,4,4,5,4,5,4,4,5,4,5,3,4,4,5,3,3,3,5,3,4,4,3,3,2,4,3,2,4
3/23/2023 5:26:01,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Ла ,Pekalongan ,18-24,Ya,Private Second Account,Perempuan,2,1,Ya,Tidak,2,2,2,2,2,6,2,6,6,6,6,6,5,3,3,6,7,6,6,5,5,5,5,5,5,4,6,6,6,3,3,4,5,5,4,5,4,5,5,5,5,4,4,4,4,2,3
3/23/2023 5:26:29,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,ADS,Blitar ,18-24,Ya,Private Second Account,Perempuan,2,4,Tidak,Tidak,2,5,4,5,7,7,5,7,7,7,5,7,7,7,7,7,7,6,5,6,3,3,4,3,3,5,6,6,6,3,6,7,7,1,1,1,3,5,6,6,3,4,2,4,2,2,1
3/23/2023 5:27:15,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,A,Yogyakarta,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,2,Ya,Tidak,4,6,2,6,7,7,1,7,7,7,7,7,4,7,5,7,7,6,3,2,6,4,7,6,6,2,1,1,6,3,7,7,6,2,2,1,2,1,1,2,1,5,5,5,4,5,5
3/23/2023 5:28:17,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,A,Bandung,18-24,Ya,Private Second Account,Perempuan,3,3,Ya,Tidak,2,5,3,6,7,7,4,7,4,7,6,7,3,2,3,7,7,3,5,6,4,5,4,5,6,5,6,5,5,3,2,5,6,4,5,5,5,4,5,5,4,3,3,4,4,2,1
3/23/2023 5:31:05,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,HP,Jakarta,18-24,Ya,Private Second Account,Laki-Laki,3,4,Tidak,Tidak,1,2,2,5,7,7,4,7,7,7,5,6,7,7,7,5,2,6,7,6,3,4,5,6,6,5,3,5,4,3,4,3,4,3,2,2,2,5,5,4,3,4,3,2,3,3,3
3/23/2023 5:31:50,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Nella,Madiun,25-39,Ya,Private Second Account,Perempuan,3,3,Ya,Tidak,2,4,4,5,5,5,6,6,6,6,5,7,5,4,5,6,6,5,5,5,5,4,4,4,5,4,5,5,5,3,4,4,5,5,4,4,4,3,4,4,4,4,3,4,2,1,2
3/23/2023 5:33:18,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,MP,Pekanbaru,18-24,Ya,Fake/Spam/Fan Account,Perempuan,3,3,Ya,Tidak,2,3,1,4,6,6,1,6,6,6,5,6,2,4,4,6,6,6,7,7,6,6,5,6,6,6,4,3,3,3,1,2,6,6,4,4,6,6,6,6,6,4,4,5,2,2,2
3/23/2023 5:34:15,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,n,surakarta,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account, akun khusus untuk transaksi (sell, buy, trade account)",Perempuan,3,3,Ya,Tidak,2,4,5,5,7,7,5,7,7,6,3,7,7,3,5,7,3,5,6,6,3,3,2,1,1,5,7,7,7,3,5,3,5,4,4,4,4,4,3,5,5,4,1,2,2,1,3
3/23/2023 5:37:19,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,AHM,Kudus,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,3,Ya,Ya,2,7,3,5,7,5,6,5,7,7,4,7,6,6,5,6,3,5,5,6,6,6,4,5,3,5,7,7,7,3,5,5,5,4,3,5,4,5,5,3,3,4,4,4,5,3,4
3/23/2023 5:37:25,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Af,Semarang ,18-24,Ya,"Fake/Spam/Fan Account, Personal ",Perempuan,1,4,Tidak,Tidak,1,3,1,3,7,7,1,6,4,4,4,7,2,1,1,7,5,5,5,6,6,6,5,6,6,5,7,6,6,3,3,5,6,2,1,1,1,3,4,3,2,2,2,4,2,1,1
3/23/2023 5:42:39,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,AR,Semarang ,18-24,Ya,Private Second Account,Perempuan,3,2,Ya,Tidak,3,4,1,3,3,3,2,5,5,5,4,6,3,2,3,6,6,5,5,5,5,6,4,4,4,6,6,6,6,3,5,6,6,5,6,3,5,5,5,5,4,4,4,4,3,3,2
3/23/2023 5:43:29,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,D,DKI Jakarta,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,4,Ya,Tidak,3,4,2,6,7,6,2,6,6,7,4,7,2,4,4,6,5,5,4,5,4,4,3,4,4,4,6,6,6,3,6,6,5,3,5,2,2,3,2,4,2,4,4,5,3,1,2
3/23/2023 5:44:37,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,RP,Riau,18-24,Tidak,"Private Second Account, Fake/Spam/Fan Account",Laki-Laki,3,1,Ya,Tidak,1,6,7,7,7,7,7,7,7,7,7,5,6,6,7,7,5,3,2,7,2,2,2,2,1,3,7,7,7,3,7,7,7,5,4,2,3,1,4,6,2,5,5,5,2,1,1
3/23/2023 5:45:45,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,abel,Trenggalek ,18-24,Tidak,"Private Second Account, Alter Account",Perempuan,2,2,Ya,Tidak,2,5,1,6,6,4,1,7,7,7,7,7,6,7,5,7,5,5,5,4,5,3,3,5,6,6,6,6,6,3,5,3,6,3,3,4,5,5,3,5,1,3,1,4,3,1,3
3/23/2023 5:47:24,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,NAR,bandung,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,3,2,Ya,Tidak,2,6,6,7,7,5,6,6,5,5,5,7,7,6,6,6,7,6,5,6,4,3,4,3,2,2,4,4,4,3,5,5,5,4,2,1,4,5,5,6,4,4,3,5,4,4,2
3/23/2023 5:48:00,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Da,Solo - jogja,18-24,Ya,"Private Second Account, Fake/Spam/Fan Account",Perempuan,4,2,Ya,Ya,2,6,5,7,7,6,3,7,7,7,6,7,5,6,6,7,7,7,6,7,7,2,3,5,7,6,6,6,6,3,6,5,5,2,5,1,6,5,3,5,5,2,5,5,4,2,5
3/23/2023 5:48:09,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,SM,Jakarta,Dibawah 18,Ya,Private Second Account,Perempuan,3,3,Ya,Tidak,3,2,1,1,1,1,1,5,5,6,3,7,1,3,1,7,6,6,5,5,4,2,5,3,5,7,7,5,5,3,4,4,5,4,4,4,3,3,5,2,4,2,1,5,4,1,3
3/23/2023 5:49:23,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,KZ,Yogyakarta,18-24,Ya,Fake/Spam/Fan Account,Perempuan,2,3,Ya,Tidak,1,7,4,6,7,7,2,7,7,6,2,7,3,6,3,6,6,7,5,5,3,5,5,2,3,2,1,1,2,3,4,6,6,1,2,1,4,4,2,2,2,4,3,5,4,1,3
3/23/2023 5:50:13,Saya telah membaca dan SETUJU untuk melanjutkan partisipasi,Hasna,Purwokerto,18-24,Ya,"Private Second Account, Mix main account",Perempuan,2,3,Tidak,Ya,2,2,1,5,7,4,1,6,6,5,3,7,6,4,3,7,5,3,5,6,4,5,4,5,6,5,7,7,7,3,5,4,6,5,3,3,3,4,5,5,3,5,4,5,2,1,2
